,time,speed
105,1.36116,7.7
106,0.857503,12.2
107,2.46628,4.3
108,0.845593,12.4
109,0.87799,11.9
110,1.98788,5.3
111,0.874469,12
112,2.73245,3.8
113,1.78278,5.9
114,1.3392,7.8
115,3.09096,3.4
116,1.9401,5.4
117,1.49065,7
118,1.99765,5.2
119,1.2196,8.6
120,0.855623,12.3
121,0.973964,10.8
122,0.952874,11
123,1.81325,5.8
